object_id,student_id,subject,year,score,is_suspicious,anomaly_type
5,5_6,Математика,2026,77,0,normal
5,5_7,Математика,2026,68,0,normal
5,5_8,Математика,2026,31,0,normal
5,5_9,Математика,2026,69,0,normal
5,5_10,Математика,2026,75,0,normal
5,5_11,Математика,2026,52,0,normal
5,5_12,Математика,2026,71,0,normal
5,5_13,Математика,2026,87,0,normal
5,5_14,Математика,2026,68,0,normal
5,5_15,Математика,2026,55,0,normal
5,5_16,Математика,2026,56,0,normal
5,5_17,Математика,2026,63,0,normal
5,5_18,Математика,2026,68,0,normal
5,5_19,Математика,2026,64,0,normal
5,5_20,Математика,2026,69,0,normal
5,5_21,Математика,2026,61,0,normal
5,5_22,Математика,2026,65,0,normal
5,5_23,Математика,2026,75,0,normal
5,5_24,Математика,2026,49,0,normal
5,5_25,Математика,2026,64,0,normal
5,5_26,Математика,2026,64,0,normal
5,5_27,Математика,2026,75,0,normal
5,5_28,Математика,2026,60,0,normal
5,5_29,Математика,2026,71,0,normal
5,5_30,Математика,2026,77,0,normal
6,6_1,Русский язык,2026,95,1,high_scores
6,6_2,Русский язык,2026,85,1,high_scores
6,6_3,Русский язык,2026,74,1,high_scores
6,6_4,Русский язык,2026,87,1,high_scores
6,6_5,Русский язык,2026,75,1,high_scores
6,6_6,Русский язык,2026,88,1,high_scores
6,6_7,Русский язык,2026,90,1,high_scores
6,6_8,Русский язык,2026,76,1,high_scores
6,6_9,Русский язык,2026,89,1,high_scores
6,6_10,Русский язык,2026,85,1,high_scores
6,6_11,Русский язык,2026,88,1,high_scores
6,6_12,Русский язык,2026,95,1,high_scores
6,6_13,Русский язык,2026,80,1,high_scores
6,6_14,Русский язык,2026,77,1,high_scores
6,6_15,Русский язык,2026,76,1,high_scores
6,6_16,Русский язык,2026,76,1,high_scores
6,6_17,Русский язык,2026,81,1,high_scores
7,7_1,Обществознание,2026,63,0,normal
7,7_2,Обществознание,2026,69,0,normal
7,7_3,Обществознание,2026,64,0,normal
7,7_4,Обществознание,2026,59,0,normal
7,7_5,Обществознание,2026,39,0,normal
7,7_6,Обществознание,2026,77,0,normal
7,7_7,Обществознание,2026,64,0,normal
7,7_8,Обществознание,2026,36,0,normal
7,7_9,Обществознание,2026,56,0,normal
7,7_10,Обществознание,2026,63,0,normal
7,7_11,Обществознание,2026,65,0,normal
7,7_12,Обществознание,2026,57,0,normal
7,7_13,Обществознание,2026,63,0,normal
7,7_14,Обществознание,2026,85,0,normal
7,7_15,Обществознание,2026,78,0,normal
7,7_16,Обществознание,2026,47,0,normal
7,7_17,Обществознание,2026,51,0,normal
7,7_18,Обществознание,2026,57,0,normal
7,7_19,Обществознание,2026,37,0,normal
7,7_20,Обществознание,2026,42,0,normal
7,7_21,Обществознание,2026,38,0,normal
7,7_22,Обществознание,2026,44,0,normal
8,8_1,Русский язык,2026,84,0,normal
8,8_2,Русский язык,2026,75,0,normal
8,8_3,Русский язык,2026,87,0,normal
8,8_4,Русский язык,2026,65,0,normal
8,8_5,Русский язык,2026,56,0,normal
8,8_6,Русский язык,2026,77,0,normal
8,8_7,Русский язык,2026,58,0,normal
8,8_8,Русский язык,2026,61,0,normal
8,8_9,Русский язык,2026,76,0,normal
8,8_10,Русский язык,2026,70,0,normal
8,8_11,Русский язык,2026,65,0,normal
8,8_12,Русский язык,2026,72,0,normal
8,8_13,Русский язык,2026,68,0,normal
8,8_14,Русский язык,2026,88,0,normal
8,8_15,Русский язык,2026,65,0,normal
8,8_16,Русский язык,2026,63,0,normal
8,8_17,Русский язык,2026,67,0,normal
8,8_18,Русский язык,2026,68,0,normal
8,8_19,Русский язык,2026,77,0,normal
8,8_20,Русский язык,2026,53,0,normal
8,8_21,Русский язык,2026,75,0,normal
8,8_22,Русский язык,2026,66,0,normal
8,8_23,Русский язык,2026,78,0,normal
8,8_24,Русский язык,2026,71,0,normal
9,9_1,Математика,2026,67,0,normal
9,9_2,Математика,2026,59,0,normal
9,9_3,Математика,2026,54,0,normal
9,9_4,Математика,2026,81,0,normal
9,9_5,Математика,2026,55,0,normal
9,9_6,Математика,2026,51,0,normal
9,9_7,Математика,2026,53,0,normal
9,9_8,Математика,2026,59,0,normal
9,9_9,Математика,2026,50,0,normal
9,9_10,Математика,2026,56,0,normal
9,9_11,Математика,2026,62,0,normal
9,9_12,Математика,2026,59,0,normal
9,9_13,Математика,2026,71,0,normal
9,9_14,Математика,2026,56,0,normal
9,9_15,Математика,2026,58,0,normal
9,9_16,Математика,2026,64,0,normal
9,9_17,Математика,2026,89,0,normal
9,9_18,Математика,2026,50,0,normal
9,9_19,Математика,2026,85,0,normal
9,9_20,Математика,2026,45,0,normal
10,10_1,Математика,2026,61,0,normal
10,10_2,Математика,2026,68,0,normal
10,10_3,Математика,2026,67,0,normal
10,10_4,Математика,2026,51,0,normal
10,10_5,Математика,2026,27,0,normal
10,10_6,Математика,2026,52,0,normal
10,10_7,Математика,2026,60,0,normal
10,10_8,Математика,2026,58,0,normal
10,10_9,Математика,2026,69,0,normal
10,10_10,Математика,2026,87,0,normal
10,10_11,Математика,2026,64,0,normal
10,10_12,Математика,2026,66,0,normal
10,10_13,Математика,2026,60,0,normal
10,10_14,Математика,2026,75,0,normal
10,10_15,Математика,2026,66,0,normal
10,10_16,Математика,2026,69,0,normal
10,10_17,Математика,2026,85,0,normal
10,10_18,Математика,2026,61,0,normal
10,10_19,Математика,2026,54,0,normal
10,10_20,Математика,2026,64,0,normal
10,10_21,Математика,2026,75,0,normal
10,10_22,Математика,2026,65,0,normal
10,10_23,Математика,2026,74,0,normal
10,10_24,Математика,2026,48,0,normal
10,10_25,Математика,2026,45,0,normal
10,10_26,Математика,2026,50,0,normal
10,10_27,Математика,2026,39,0,normal
10,10_28,Математика,2026,59,0,normal
11,11_1,Русский язык,2026,68,0,normal
11,11_2,Русский язык,2026,66,0,normal
11,11_3,Русский язык,2026,78,0,normal
11,11_4,Русский язык,2026,74,0,normal
11,11_5,Русский язык,2026,65,0,normal
11,11_6,Русский язык,2026,78,0,normal
11,11_7,Русский язык,2026,74,0,normal
11,11_8,Русский язык,2026,78,0,normal
11,11_9,Русский язык,2026,76,0,normal
11,11_10,Русский язык,2026,64,0,normal
11,11_11,Русский язык,2026,67,0,normal
11,11_12,Русский язык,2026,77,0,normal
11,11_13,Русский язык,2026,76,0,normal
11,11_14,Русский язык,2026,71,0,normal
11,11_15,Русский язык,2026,72,0,normal
11,11_16,Русский язык,2026,82,0,normal
11,11_17,Русский язык,2026,66,0,normal
11,11_18,Русский язык,2026,76,0,normal
11,11_19,Русский язык,2026,69,0,normal
11,11_20,Русский язык,2026,69,0,normal
11,11_21,Русский язык,2026,80,0,normal
11,11_22,Русский язык,2026,78,0,normal
11,11_23,Русский язык,2026,78,0,normal
11,11_24,Русский язык,2026,82,0,normal
11,11_25,Русский язык,2026,71,0,normal
11,11_26,Русский язык,2026,77,0,normal
11,11_27,Русский язык,2026,69,0,normal
11,11_28,Русский язык,2026,74,0,normal
11,11_29,Русский язык,2026,70,0,normal
11,11_30,Русский язык,2026,72,0,normal
11,11_31,Русский язык,2026,76,0,normal
12,12_1,Математика,2026,61,0,normal
12,12_2,Математика,2026,68,0,normal
12,12_3,Математика,2026,69,0,normal
12,12_4,Математика,2026,85,0,normal
12,12_5,Математика,2026,76,0,normal
12,12_6,Математика,2026,71,0,normal
12,12_7,Математика,2026,66,0,normal
12,12_8,Математика,2026,66,0,normal
12,12_9,Математика,2026,48,0,normal
12,12_10,Математика,2026,61,0,normal
12,12_11,Математика,2026,76,0,normal
12,12_12,Математика,2026,62,0,normal
12,12_13,Математика,2026,66,0,normal
12,12_14,Математика,2026,51,0,normal
12,12_15,Математика,2026,70,0,normal
12,12_16,Математика,2026,48,0,normal
12,12_17,Математика,2026,69,0,normal
12,12_18,Математика,2026,63,0,normal
12,12_19,Математика,2026,44,0,normal
12,12_20,Математика,2026,78,0,normal
12,12_21,Математика,2026,63,0,normal
12,12_22,Математика,2026,87,0,normal
12,12_23,Математика,2026,83,0,normal
12,12_24,Математика,2026,55,0,normal
12,12_25,Математика,2026,56,0,normal
12,12_26,Математика,2026,51,0,normal
12,12_27,Математика,2026,46,0,normal
12,12_28,Математика,2026,60,0,normal
12,12_29,Математика,2026,82,0,normal
13,13_1,Математика,2026,57,1,threshold_shift
13,13_2,Математика,2026,62,1,threshold_shift
13,13_3,Математика,2026,64,1,threshold_shift
13,13_4,Математика,2026,61,1,threshold_shift
13,13_5,Математика,2026,62,1,threshold_shift
13,13_6,Математика,2026,62,1,threshold_shift
13,13_7,Математика,2026,60,1,threshold_shift
13,13_8,Математика,2026,61,1,threshold_shift
13,13_9,Математика,2026,61,1,threshold_shift
13,13_10,Математика,2026,61,1,threshold_shift
13,13_11,Математика,2026,59,1,threshold_shift
13,13_12,Математика,2026,61,1,threshold_shift
13,13_13,Математика,2026,62,1,threshold_shift
13,13_14,Математика,2026,64,1,threshold_shift
13,13_15,Математика,2026,63,1,threshold_shift
13,13_16,Математика,2026,65,1,threshold_shift
13,13_17,Математика,2026,59,1,threshold_shift
13,13_18,Математика,2026,63,1,threshold_shift
13,13_19,Математика,2026,61,1,threshold_shift
13,13_20,Математика,2026,65,1,threshold_shift
13,13_21,Математика,2026,69,1,threshold_shift
13,13_22,Математика,2026,68,1,threshold_shift
13,13_23,Математика,2026,70,1,threshold_shift
13,13_24,Математика,2026,58,1,threshold_shift
13,13_25,Математика,2026,71,1,threshold_shift
13,13_26,Математика,2026,69,1,threshold_shift
13,13_27,Математика,2026,76,1,threshold_shift
13,13_28,Математика,2026,78,1,threshold_shift
13,13_29,Математика,2026,90,1,threshold_shift
13,13_30,Математика,2026,83,1,threshold_shift
13,13_31,Математика,2026,70,1,threshold_shift
13,13_32,Математика,2026,68,1,threshold_shift
13,13_33,Математика,2026,79,1,threshold_shift
13,13_34,Математика,2026,64,1,threshold_shift
14,14_1,Обществознание,2026,70,0,normal
14,14_2,Обществознание,2026,54,0,normal
14,14_3,Обществознание,2026,39,0,normal
14,14_4,Обществознание,2026,54,0,normal
14,14_5,Обществознание,2026,50,0,normal
14,14_6,Обществознание,2026,54,0,normal
14,14_7,Обществознание,2026,54,0,normal
14,14_8,Обществознание,2026,25,0,normal
14,14_9,Обществознание,2026,41,0,normal
14,14_10,Обществознание,2026,50,0,normal
14,14_11,Обществознание,2026,50,0,normal
14,14_12,Обществознание,2026,53,0,normal
14,14_13,Обществознание,2026,54,0,normal
14,14_14,Обществознание,2026,67,0,normal
14,14_15,Обществознание,2026,54,0,normal
14,14_16,Обществознание,2026,47,0,normal
14,14_17,Обществознание,2026,34,0,normal
14,14_18,Обществознание,2026,36,0,normal
14,14_19,Обществознание,2026,56,0,normal
14,14_20,Обществознание,2026,62,0,normal
14,14_21,Обществознание,2026,67,0,normal
14,14_22,Обществознание,2026,42,0,normal
14,14_23,Обществознание,2026,47,0,normal
14,14_24,Обществознание,2026,53,0,normal
14,14_25,Обществознание,2026,72,0,normal
14,14_26,Обществознание,2026,52,0,normal
14,14_27,Обществознание,2026,67,0,normal
14,14_28,Обществознание,2026,52,0,normal
14,14_29,Обществознание,2026,63,0,normal
14,14_30,Обществознание,2026,62,0,normal
14,14_31,Обществознание,2026,52,0,normal
14,14_32,Обществознание,2026,40,0,normal
15,15_1,Обществознание,2026,80,1,high_scores
15,15_2,Обществознание,2026,90,1,high_scores
15,15_3,Обществознание,2026,86,1,high_scores
15,15_4,Обществознание,2026,84,1,high_scores
15,15_5,Обществознание,2026,88,1,high_scores
15,15_6,Обществознание,2026,82,1,high_scores
15,15_7,Обществознание,2026,84,1,high_scores
15,15_8,Обществознание,2026,88,1,high_scores
15,15_9,Обществознание,2026,96,1,high_scores
15,15_10,Обществознание,2026,84,1,high_scores
15,15_11,Обществознание,2026,79,1,high_scores
15,15_12,Обществознание,2026,68,1,high_scores
15,15_13,Обществознание,2026,96,1,high_scores
15,15_14,Обществознание,2026,80,1,high_scores
15,15_15,Обществознание,2026,86,1,high_scores
15,15_16,Обществознание,2026,95,1,high_scores
15,15_17,Обществознание,2026,84,1,high_scores
15,15_18,Обществознание,2026,81,1,high_scores
15,15_19,Обществознание,2026,92,1,high_scores
15,15_20,Обществознание,2026,85,1,high_scores
15,15_21,Обществознание,2026,86,1,high_scores
15,15_22,Обществознание,2026,71,1,high_scores
15,15_23,Обществознание,2026,90,1,high_scores
15,15_24,Обществознание,2026,85,1,high_scores
15,15_25,Обществознание,2026,72,1,high_scores
15,15_26,Обществознание,2026,85,1,high_scores
15,15_27,Обществознание,2026,68,1,high_scores
15,15_28,Обществознание,2026,98,1,high_scores
15,15_29,Обществознание,2026,74,1,high_scores
16,16_1,Русский язык,2026,67,0,normal
16,16_2,Русский язык,2026,51,0,normal
16,16_3,Русский язык,2026,61,0,normal
16,16_4,Русский язык,2026,55,0,normal
16,16_5,Русский язык,2026,37,0,normal
16,16_6,Русский язык,2026,61,0,normal
16,16_7,Русский язык,2026,48,0,normal
16,16_8,Русский язык,2026,68,0,normal
16,16_9,Русский язык,2026,51,0,normal
16,16_10,Русский язык,2026,54,0,normal
16,16_11,Русский язык,2026,76,0,normal
16,16_12,Русский язык,2026,85,0,normal
16,16_13,Русский язык,2026,65,0,normal
16,16_14,Русский язык,2026,51,0,normal
16,16_15,Русский язык,2026,50,0,normal
16,16_16,Русский язык,2026,44,0,normal
16,16_17,Русский язык,2026,46,0,normal
16,16_18,Русский язык,2026,51,0,normal
16,16_19,Русский язык,2026,80,0,normal
16,16_20,Русский язык,2026,52,0,normal
16,16_21,Русский язык,2026,39,0,normal
16,16_22,Русский язык,2026,55,0,normal
16,16_23,Русский язык,2026,57,0,normal
16,16_24,Русский язык,2026,55,0,normal
16,16_25,Русский язык,2026,65,0,normal
17,17_1,Русский язык,2026,75,1,low_variance
17,17_2,Русский язык,2026,78,1,low_variance
17,17_3,Русский язык,2026,75,1,low_variance
17,17_4,Русский язык,2026,76,1,low_variance
17,17_5,Русский язык,2026,76,1,low_variance
17,17_6,Русский язык,2026,81,1,low_variance
17,17_7,Русский язык,2026,77,1,low_variance
17,17_8,Русский язык,2026,75,1,low_variance
17,17_9,Русский язык,2026,73,1,low_variance
17,17_10,Русский язык,2026,72,1,low_variance
17,17_11,Русский язык,2026,75,1,low_variance
17,17_12,Русский язык,2026,73,1,low_variance
17,17_13,Русский язык,2026,72,1,low_variance
17,17_14,Русский язык,2026,74,1,low_variance
17,17_15,Русский язык,2026,73,1,low_variance
17,17_16,Русский язык,2026,78,1,low_variance
17,17_17,Русский язык,2026,77,1,low_variance
17,17_18,Русский язык,2026,75,1,low_variance
17,17_19,Русский язык,2026,78,1,low_variance
17,17_20,Русский язык,2026,75,1,low_variance
17,17_21,Русский язык,2026,73,1,low_variance
17,17_22,Русский язык,2026,78,1,low_variance
17,17_23,Русский язык,2026,76,1,low_variance
17,17_24,Русский язык,2026,73,1,low_variance
17,17_25,Русский язык,2026,75,1,low_variance
17,17_26,Русский язык,2026,73,1,low_variance
17,17_27,Русский язык,2026,72,1,low_variance
17,17_28,Русский язык,2026,77,1,low_variance
18,18_1,Русский язык,2026,73,0,normal
18,18_2,Русский язык,2026,52,0,normal
18,18_3,Русский язык,2026,50,0,normal
18,18_4,Русский язык,2026,53,0,normal
18,18_5,Русский язык,2026,52,0,normal
18,18_6,Русский язык,2026,49,0,normal
18,18_7,Русский язык,2026,51,0,normal
18,18_8,Русский язык,2026,34,0,normal
18,18_9,Русский язык,2026,62,0,normal
18,18_10,Русский язык,2026,59,0,normal
18,18_11,Русский язык,2026,55,0,normal
18,18_12,Русский язык,2026,58,0,normal
18,18_13,Русский язык,2026,58,0,normal
18,18_14,Русский язык,2026,50,0,normal
18,18_15,Русский язык,2026,51,0,normal
18,18_16,Русский язык,2026,61,0,normal
18,18_17,Русский язык,2026,58,0,normal
18,18_18,Русский язык,2026,74,0,normal
18,18_19,Русский язык,2026,70,0,normal
18,18_20,Русский язык,2026,64,0,normal
18,18_21,Русский язык,2026,49,0,normal
18,18_22,Русский язык,2026,51,0,normal
18,18_23,Русский язык,2026,47,0,normal
18,18_24,Русский язык,2026,58,0,normal
18,18_25,Русский язык,2026,32,0,normal
18,18_26,Русский язык,2026,52,0,normal
18,18_27,Русский язык,2026,53,0,normal
19,19_1,Русский язык,2026,46,0,normal
19,19_2,Русский язык,2026,54,0,normal
19,19_3,Русский язык,2026,44,0,normal
19,19_4,Русский язык,2026,49,0,normal
19,19_5,Русский язык,2026,65,0,normal
19,19_6,Русский язык,2026,47,0,normal
19,19_7,Русский язык,2026,63,0,normal
19,19_8,Русский язык,2026,41,0,normal
19,19_9,Русский язык,2026,60,0,normal
19,19_10,Русский язык,2026,70,0,normal
19,19_11,Русский язык,2026,26,0,normal
19,19_12,Русский язык,2026,45,0,normal
19,19_13,Русский язык,2026,60,0,normal
19,19_14,Русский язык,2026,52,0,normal
19,19_15,Русский язык,2026,58,0,normal
19,19_16,Русский язык,2026,47,0,normal
19,19_17,Русский язык,2026,55,0,normal
19,19_18,Русский язык,2026,52,0,normal
19,19_19,Русский язык,2026,67,0,normal
19,19_20,Русский язык,2026,57,0,normal
19,19_21,Русский язык,2026,58,0,normal
19,19_22,Русский язык,2026,49,0,normal
19,19_23,Русский язык,2026,48,0,normal
19,19_24,Русский язык,2026,49,0,normal
19,19_25,Русский язык,2026,58,0,normal
19,19_26,Русский язык,2026,49,0,normal
19,19_27,Русский язык,2026,57,0,normal
19,19_28,Русский язык,2026,77,0,normal
20,20_1,Математика,2026,78,1,high_scores
20,20_2,Математика,2026,95,1,high_scores
20,20_3,Математика,2026,86,1,high_scores
20,20_4,Математика,2026,84,1,high_scores
20,20_5,Математика,2026,87,1,high_scores
20,20_6,Математика,2026,97,1,high_scores
20,20_7,Математика,2026,96,1,high_scores
20,20_8,Математика,2026,71,1,high_scores
20,20_9,Математика,2026,74,1,high_scores
20,20_10,Математика,2026,71,1,high_scores
20,20_11,Математика,2026,77,1,high_scores
20,20_12,Математика,2026,82,1,high_scores
20,20_13,Математика,2026,84,1,high_scores
20,20_14,Математика,2026,71,1,high_scores
20,20_15,Математика,2026,69,1,high_scores
20,20_16,Математика,2026,77,1,high_scores
20,20_17,Математика,2026,88,1,high_scores
20,20_18,Математика,2026,90,1,high_scores
21,21_1,Обществознание,2026,89,1,high_scores
21,21_2,Обществознание,2026,83,1,high_scores
21,21_3,Обществознание,2026,79,1,high_scores
21,21_4,Обществознание,2026,85,1,high_scores
21,21_5,Обществознание,2026,74,1,high_scores
21,21_6,Обществознание,2026,76,1,high_scores
21,21_7,Обществознание,2026,93,1,high_scores
21,21_8,Обществознание,2026,85,1,high_scores
21,21_9,Обществознание,2026,80,1,high_scores
21,21_10,Обществознание,2026,88,1,high_scores
21,21_11,Обществознание,2026,91,1,high_scores
21,21_12,Обществознание,2026,79,1,high_scores
21,21_13,Обществознание,2026,79,1,high_scores
21,21_14,Обществознание,2026,78,1,high_scores
21,21_15,Обществознание,2026,89,1,high_scores
21,21_16,Обществознание,2026,89,1,high_scores
21,21_17,Обществознание,2026,92,1,high_scores
21,21_18,Обществознание,2026,89,1,high_scores
21,21_19,Обществознание,2026,71,1,high_scores
21,21_20,Обществознание,2026,84,1,high_scores
21,21_21,Обществознание,2026,75,1,high_scores
21,21_22,Обществознание,2026,78,1,high_scores
21,21_23,Обществознание,2026,83,1,high_scores
21,21_24,Обществознание,2026,88,1,high_scores
21,21_25,Обществознание,2026,76,1,high_scores
21,21_26,Обществознание,2026,66,1,high_scores
21,21_27,Обществознание,2026,83,1,high_scores
21,21_28,Обществознание,2026,100,1,high_scores
21,21_29,Обществознание,2026,81,1,high_scores
21,21_30,Обществознание,2026,82,1,high_scores
21,21_31,Обществознание,2026,94,1,high_scores
21,21_32,Обществознание,2026,86,1,high_scores
21,21_33,Обществознание,2026,84,1,high_scores
21,21_34,Обществознание,2026,85,1,high_scores
22,22_1,Математика,2026,67,0,normal
22,22_2,Математика,2026,66,0,normal
22,22_3,Математика,2026,64,0,normal
22,22_4,Математика,2026,74,0,normal
22,22_5,Математика,2026,93,0,normal
22,22_6,Математика,2026,71,0,normal
22,22_7,Математика,2026,59,0,normal
22,22_8,Математика,2026,64,0,normal
22,22_9,Математика,2026,77,0,normal
22,22_10,Математика,2026,59,0,normal
22,22_11,Математика,2026,75,0,normal
22,22_12,Математика,2026,40,0,normal
22,22_13,Математика,2026,63,0,normal
22,22_14,Математика,2026,72,0,normal
22,22_15,Математика,2026,79,0,normal
22,22_16,Математика,2026,56,0,normal
22,22_17,Математика,2026,49,0,normal
22,22_18,Математика,2026,62,0,normal
22,22_19,Математика,2026,53,0,normal
22,22_20,Математика,2026,64,0,normal
22,22_21,Математика,2026,65,0,normal
22,22_22,Математика,2026,51,0,normal
22,22_23,Математика,2026,74,0,normal
22,22_24,Математика,2026,63,0,normal
23,23_1,Математика,2026,58,0,normal
23,23_2,Математика,2026,70,0,normal
23,23_3,Математика,2026,59,0,normal
23,23_4,Математика,2026,64,0,normal
23,23_5,Математика,2026,66,0,normal
23,23_6,Математика,2026,67,0,normal
23,23_7,Математика,2026,60,0,normal
23,23_8,Математика,2026,67,0,normal
23,23_9,Математика,2026,59,0,normal
23,23_10,Математика,2026,71,0,normal
23,23_11,Математика,2026,65,0,normal
23,23_12,Математика,2026,67,0,normal
23,23_13,Математика,2026,87,0,normal
23,23_14,Математика,2026,57,0,normal
23,23_15,Математика,2026,77,0,normal
23,23_16,Математика,2026,44,0,normal
23,23_17,Математика,2026,49,0,normal
23,23_18,Математика,2026,56,0,normal
23,23_19,Математика,2026,56,0,normal
23,23_20,Математика,2026,67,0,normal
23,23_21,Математика,2026,68,0,normal
23,23_22,Математика,2026,64,0,normal
23,23_23,Математика,2026,65,0,normal
23,23_24,Математика,2026,70,0,normal
23,23_25,Математика,2026,73,0,normal
23,23_26,Математика,2026,55,0,normal
23,23_27,Математика,2026,63,0,normal
23,23_28,Математика,2026,65,0,normal
23,23_29,Математика,2026,70,0,normal
23,23_30,Математика,2026,60,0,normal
23,23_31,Математика,2026,65,0,normal
24,24_1,Обществознание,2026,51,0,normal
24,24_2,Обществознание,2026,46,0,normal
