object_id,subject,year,n_students,mean_score,median_score,std_score,min_score,max_score,high_score_share,low_score_share,threshold_share,threshold_jump,skewness,kurtosis,is_suspicious,anomaly_type,mean_deviation,predicted_label,risk_probability
38,Русский язык,2026,28,61.142857142857146,63.5,10.92086563063794,35,85,0.03571428571428571,0.03571428571428571,0.17857142857142858,0.07142857142857142,-0.45307140589393363,0.12285648630301527,0,normal,-4.8372170921334074,0,0.0
40,Обществознание,2026,35,60.25714285714286,61.0,10.715390419239736,39,84,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.025458208077199878,-0.7052879062088251,0,normal,-5.722931377847694,0,0.0
41,Математика,2026,31,55.25806451612903,55.0,8.159568860904212,41,74,0.0,0.0,0.1935483870967742,-0.06451612903225806,0.3868921021818818,-0.4603480035760463,0,normal,-10.722009718861521,0,0.0
43,Математика,2026,21,49.57142857142857,53.0,12.568181398813012,25,74,0.0,0.2857142857142857,0.2857142857142857,-0.14285714285714285,-0.16023929878764218,-0.7395627933684543,0,normal,-16.408645663561984,0,0.0
45,Обществознание,2026,27,62.074074074074076,62.0,14.651320066745411,19,98,0.037037037037037035,0.07407407407407407,0.25925925925925924,-0.07407407407407407,-0.6451247114020794,1.9562132071619134,0,normal,-3.906000160916477,0,0.0
46,Обществознание,2026,33,66.48484848484848,69.0,10.81279043994913,40,83,0.12121212121212122,0.0,0.18181818181818182,0.06060606060606061,-0.7279227965768358,0.041750700651958184,0,normal,0.5047742498579311,0,0.0
47,Русский язык,2026,18,71.38888888888889,70.5,12.47726327226576,50,93,0.3333333333333333,0.0,0.2777777777777778,0.16666666666666666,0.04961044786940482,-1.1476202773715019,0,normal,5.408814653898332,0,0.005
49,Обществознание,2026,24,66.0,67.5,9.260129588726068,47,83,0.08333333333333333,0.0,0.25,0.125,-0.06170848538926159,-0.453340019889672,0,normal,0.01992576500944665,0,0.0
50,Обществознание,2026,32,57.34375,60.0,8.741457883985943,31,70,0.0,0.03125,0.375,0.1875,-1.0876338941399084,1.0519677085398769,0,normal,-8.636324234990553,0,0.0
52,Математика,2026,33,53.09090909090909,55.0,14.351356469229207,18,83,0.030303030303030304,0.18181818181818182,0.21212121212121213,0.06060606060606061,-0.27689207546599004,-0.09949093651652996,0,normal,-12.88916514408146,0,0.0
54,Русский язык,2026,16,70.0625,69.0,8.16600231141285,54,83,0.1875,0.0,0.1875,0.0,-0.03317657415748221,-0.6039788937470285,0,normal,4.082425765009447,0,0.0
55,Обществознание,2026,33,56.0,55.0,14.214802357423267,28,87,0.09090909090909091,0.09090909090909091,0.30303030303030304,0.030303030303030304,0.32150893469305203,-0.5460390825254269,0,normal,-9.980074234990553,0,0.0
56,Обществознание,2026,16,58.375,59.0,10.534912197071222,41,78,0.0,0.0,0.3125,0.0,0.30786996767514957,-0.9012016405335945,0,normal,-7.605074234990553,0,0.0
57,Математика,2026,17,69.52941176470588,72.0,7.693523992208325,55,86,0.058823529411764705,0.0,0.23529411764705882,0.11764705882352941,-0.06686833414448673,-0.4191514415879558,0,normal,3.5493375297153307,0,0.005
60,Обществознание,2026,28,54.607142857142854,53.0,11.226051607483264,33,80,0.03571428571428571,0.07142857142857142,0.21428571428571427,-0.07142857142857142,0.49204641381627745,-0.20355081824433618,0,normal,-11.3729313778477,0,0.0
61,Обществознание,2026,33,51.03030303030303,51.0,9.517081448748456,33,76,0.0,0.15151515151515152,0.18181818181818182,0.0,0.4680148038608533,0.2819034990200353,0,normal,-14.949771204687522,0,0.0
63,Математика,2026,31,63.67741935483871,62.0,12.23001885044361,44,92,0.12903225806451613,0.0,0.22580645161290322,0.03225806451612903,0.4946801623309023,-0.5578650642521641,0,normal,-2.3026548801518416,0,0.01
64,Русский язык,2026,26,59.0,61.0,10.473409554309795,32,77,0.0,0.07692307692307693,0.23076923076923078,0.15384615384615385,-0.6799427002394951,0.6126553743442265,0,normal,-6.980074234990553,0,0.0
65,Обществознание,2026,25,46.24,48.0,13.303473230701822,23,71,0.0,0.4,0.12,0.0,-0.04434147857573969,-1.0328298918570278,0,normal,-19.74007423499055,0,0.0
66,Русский язык,2026,29,58.793103448275865,60.0,14.882017174973123,24,89,0.06896551724137931,0.10344827586206896,0.1724137931034483,0.034482758620689655,-0.09720499050526482,-0.25260828979911665,0,normal,-7.186970786714689,0,0.0
68,Обществознание,2026,18,48.333333333333336,47.0,8.931840671316175,31,63,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.004002248576348839,-0.7387745284409646,0,normal,-17.646740901657218,0,0.0
70,Русский язык,2026,22,58.5,59.0,11.252272497750681,32,89,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.10605169431442779,1.3823221202730078,0,normal,-7.480074234990553,0,0.0
71,Математика,2026,33,51.63636363636363,51.0,12.117650992033822,22,78,0.0,0.06060606060606061,0.3333333333333333,-0.12121212121212122,-0.1431299272207273,0.28193361679796336,0,normal,-14.34371059862692,0,0.0
72,Обществознание,2026,25,67.32,66.0,10.942467728990568,45,90,0.16,0.0,0.24,0.04,0.06598801550680601,-0.4132388332134025,0,normal,1.3399257650094398,0,0.0
73,Обществознание,2026,15,57.333333333333336,59.0,9.624043964063247,41,76,0.0,0.0,0.6,0.0,0.08040615530539597,-0.267216909015219,0,normal,-8.646740901657218,0,0.05
74,Обществознание,2026,26,65.61538461538461,64.0,14.253412339282459,36,94,0.19230769230769232,0.038461538461538464,0.19230769230769232,0.15384615384615385,0.21297045386067798,-0.3834740794745368,0,normal,-0.36468961960594015,0,0.02
76,Обществознание,2026,18,62.44444444444444,67.0,15.717019162615559,22,88,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.05555555555555555,-0.9670789932903692,0.7065489828392755,0,normal,-3.5356297905461105,0,0.0
77,Математика,2026,17,51.470588235294116,49.0,13.60846469733765,30,70,0.0,0.29411764705882354,0.35294117647058826,0.11764705882352941,-0.07194557718633678,-1.4023226973529868,0,normal,-14.509485999696437,0,0.015
78,Обществознание,2026,24,54.666666666666664,53.5,9.98610145263016,34,79,0.0,0.08333333333333333,0.20833333333333334,0.0,0.2067869395549341,0.037240865604704965,0,normal,-11.313407568323889,0,0.0
79,Русский язык,2026,21,57.04761904761905,50.0,14.942672007108305,35,87,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.36433274000830707,-1.054007519915674,0,normal,-8.932455187371502,0,0.0
81,Математика,2026,15,61.53333333333333,61.0,7.813378839457927,47,76,0.0,0.0,0.26666666666666666,0.26666666666666666,-0.06728872257612606,-0.6523710995495735,0,normal,-4.446740901657222,0,0.005
82,Математика,2026,22,58.45454545454545,56.0,9.703454271206127,42,76,0.0,0.0,0.09090909090909091,0.09090909090909091,0.24761978386989622,-1.1834186952619863,0,normal,-7.5255287804451,0,0.0
83,Обществознание,2026,32,74.5,75.0,8.94776508408664,60,89,0.34375,0.0,0.25,0.15625,-0.05587987562271125,-1.1552907107481531,0,normal,8.519925765009447,0,0.085
84,Математика,2026,27,63.925925925925924,63.0,7.726462109869806,49,82,0.037037037037037035,0.0,0.2962962962962963,0.18518518518518517,0.37258976757294615,-0.21745185403262912,0,normal,-2.0541483090646295,0,0.0
85,Русский язык,2026,17,68.29411764705883,71.0,7.94662122712135,55,87,0.058823529411764705,0.0,0.17647058823529413,0.17647058823529413,0.2186555613258871,-0.11289049352598868,0,normal,2.3140434120682727,0,0.045
86,Математика,2026,19,70.6842105263158,70.0,10.341803932934411,52,87,0.21052631578947367,0.0,0.21052631578947367,0.05263157894736842,-0.01200293576899485,-1.015219696416278,0,normal,4.704136291325241,0,0.0
87,Математика,2026,35,52.0,55.0,11.795883059053152,28,75,0.0,0.14285714285714285,0.3142857142857143,-0.05714285714285714,-0.26957513742678846,-0.773658867727232,0,normal,-13.980074234990553,0,0.0
89,Русский язык,2026,21,60.42857142857143,58.0,12.097112715620277,41,95,0.047619047619047616,0.0,0.23809523809523808,-0.09523809523809523,0.8451697819189297,1.060503423517516,0,normal,-5.551502806419123,0,0.005
90,Русский язык,2026,33,63.57575757575758,64.0,9.250815862563078,39,84,0.030303030303030304,0.030303030303030304,0.2727272727272727,0.06060606060606061,-0.24984708594854171,0.09704642874618274,0,normal,-2.4043166592329754,0,0.0
91,Математика,2026,21,61.857142857142854,63.0,10.241306251718898,44,79,0.0,0.0,0.14285714285714285,0.0,-0.1572437292205172,-1.2494558729984269,0,normal,-4.122931377847699,0,0.0
94,Математика,2026,24,60.083333333333336,60.0,13.168512528840235,30,80,0.125,0.041666666666666664,0.20833333333333334,0.125,-0.1638983106920789,-0.7064911616404994,0,normal,-5.896740901657218,0,0.0
96,Русский язык,2026,24,60.708333333333336,61.0,13.448913111805314,29,85,0.125,0.041666666666666664,0.16666666666666666,0.125,-0.06279534790685844,-0.28297279558366784,0,normal,-5.271740901657218,0,0.0
97,Русский язык,2026,35,66.2,65.0,14.13566916906104,28,100,0.17142857142857143,0.02857142857142857,0.2571428571428571,0.11428571428571428,-0.20612585093188499,0.3671960809899031,0,normal,0.2199257650094495,0,0.005
98,Обществознание,2026,20,53.3,53.5,7.550496672405068,41,68,0.0,0.0,0.35,-0.25,0.17902965954059263,-1.0120150205217306,0,normal,-12.680074234990556,0,0.0
103,Русский язык,2026,34,75.08823529411765,75.0,7.039249822408901,58,89,0.3235294117647059,0.0,0.23529411764705882,0.0,-0.3049919514359936,-0.1128201187828588,0,normal,9.108161059127099,0,0.155
105,Обществознание,2026,35,66.54285714285714,67.0,7.725071824512543,52,83,0.08571428571428572,0.0,0.17142857142857143,0.05714285714285714,0.056635447205617015,-0.5074478549847834,0,normal,0.5627829078665911,0,0.005
106,Обществознание,2026,16,49.375,48.5,13.77441015071063,25,81,0.0625,0.125,0.375,0.0,0.3411625114697639,0.12670960792248342,0,normal,-16.605074234990553,0,0.0
107,Русский язык,2026,24,61.083333333333336,62.0,10.746769540450542,37,78,0.0,0.041666666666666664,0.25,0.041666666666666664,-0.35634757944277606,-0.36291687902810077,0,normal,-4.896740901657218,0,0.0
108,Математика,2026,16,62.0,60.0,9.096702699330127,48,76,0.0,0.0,0.25,-0.125,0.1130850309552453,-1.2559487408840737,0,normal,-3.9800742349905534,0,0.0
110,Математика,2026,34,56.588235294117645,54.5,10.685662871504988,37,75,0.0,0.058823529411764705,0.17647058823529413,0.14705882352941177,-0.0066030801000380125,-1.0249841174717809,0,normal,-9.391838940872908,0,0.0
111,Русский язык,2026,31,61.58064516129032,60.0,9.77414031711258,44,85,0.03225806451612903,0.0,0.25806451612903225,-0.12903225806451613,0.2614161195433042,-0.37635618398789594,0,normal,-4.399429073700233,0,0.0
112,Обществознание,2026,30,64.23333333333333,63.0,10.607177863231211,47,84,0.13333333333333333,0.0,0.26666666666666666,0.1,0.17433852596992847,-0.9180331677280296,0,normal,-1.746740901657219,0,0.0
113,Математика,2026,28,52.607142857142854,51.0,8.461422059282123,40,77,0.0,0.0,0.17857142857142858,0.03571428571428571,0.8985359560252928,0.6431977216555413,0,normal,-13.3729313778477,0,0.01
114,Русский язык,2026,34,66.08823529411765,67.0,10.15575075296757,47,85,0.08823529411764706,0.0,0.23529411764705882,0.0,-0.18266307465167478,-0.9577449171263028,0,normal,0.10816105912709872,0,0.0
115,Обществознание,2026,29,60.689655172413794,60.0,9.899855269843725,42,80,0.034482758620689655,0.0,0.3448275862068966,0.034482758620689655,0.1929123632661453,-0.6421572576544592,0,normal,-5.29041906257676,0,0.0
116,Русский язык,2026,34,73.0,72.0,15.369947759105985,46,100,0.29411764705882354,0.0,0.23529411764705882,0.0,0.11591604173934592,-0.9002276501563471,0,normal,7.019925765009447,0,0.005
118,Обществознание,2026,35,65.05714285714286,66.0,8.102708038120367,45,85,0.05714285714285714,0.0,0.2571428571428571,0.14285714285714285,-0.1786300263313236,0.9315730649591973,0,normal,-0.9229313778476893,0,0.0
119,Математика,2026,29,50.51724137931034,52.0,10.568726441577926,33,78,0.0,0.1724137931034483,0.20689655172413793,0.06896551724137931,0.3522914872512615,-0.18946021298749516,0,normal,-15.462832855680212,0,0.0
120,Русский язык,2026,30,62.53333333333333,59.0,18.992513144804075,24,100,0.23333333333333334,0.1,0.2,-0.1,0.23107006556335039,-0.6693748347348514,0,normal,-3.446740901657222,0,0.0
121,Русский язык,2026,23,51.17391304347826,51.0,11.668061848344239,21,74,0.0,0.08695652173913043,0.30434782608695654,0.13043478260869565,-0.4085215053036048,0.3063169800483547,0,normal,-14.806161191512295,0,0.0
122,Обществознание,2026,26,61.73076923076923,63.0,11.064696778172431,37,81,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.07692307692307693,-0.3157708567110758,-0.6036712750558362,0,normal,-4.24930500422132,0,0.0
123,Обществознание,2026,35,53.371428571428574,54.0,12.868756659412893,26,82,0.05714285714285714,0.11428571428571428,0.2857142857142857,-0.05714285714285714,0.07371833917810737,-0.34440546571895636,0,normal,-12.60864566356198,0,0.0
124,Обществознание,2026,20,67.85,64.0,11.194976552007601,54,100,0.2,0.0,0.45,-0.15,1.1928046456785,1.0430147367092877,0,normal,1.869925765009441,0,0.125
126,Обществознание,2026,31,55.483870967741936,55.0,9.75133065441521,31,73,0.0,0.06451612903225806,0.1935483870967742,0.03225806451612903,-0.5603000468800299,0.33768434310011575,0,normal,-10.496203267248617,0,0.0
128,Математика,2026,28,56.607142857142854,55.5,6.591874249593129,44,70,0.0,0.0,0.14285714285714285,0.07142857142857142,0.40206521836512576,-0.510465468724052,0,normal,-9.3729313778477,0,0.0
129,Русский язык,2026,22,61.77272727272727,60.5,12.037561736580354,41,81,0.045454545454545456,0.0,0.13636363636363635,-0.045454545454545456,-0.0623128103316387,-1.299478222657923,0,normal,-4.20734696226328,0,0.0
130,Обществознание,2026,27,73.5925925925926,73.0,7.6170338314579356,61,88,0.25925925925925924,0.0,0.2222222222222222,0.1111111111111111,0.1249942562648615,-1.033751430424377,0,normal,7.612518357602042,0,0.06
133,Математика,2026,34,58.705882352941174,58.0,13.763826015116381,26,87,0.08823529411764706,0.058823529411764705,0.14705882352941177,-0.058823529411764705,0.003160077064590563,0.09507481114964111,0,normal,-7.274191882049379,0,0.0
135,Русский язык,2026,31,59.70967741935484,60.0,12.959474173888523,34,88,0.06451612903225806,0.06451612903225806,0.3548387096774194,0.16129032258064516,0.09669714867416145,-0.08573856721760809,0,normal,-6.2703968156357135,0,0.0
136,Математика,2026,24,56.375,59.0,10.40757936954282,34,77,0.0,0.041666666666666664,0.375,0.20833333333333334,-0.38789621394187745,-0.47948828083869754,0,normal,-9.605074234990553,0,0.0
137,Русский язык,2026,35,60.114285714285714,60.0,9.367943602890593,37,84,0.02857142857142857,0.02857142857142857,0.2571428571428571,0.05714285714285714,0.09991114633205025,0.43244948755188783,0,normal,-5.8657885207048395,0,0.0
139,Математика,2026,24,56.666666666666664,54.0,11.396880664852505,30,79,0.0,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.12925687488841242,-0.0940276357952552,0,normal,-9.313407568323889,0,0.0
140,Математика,2026,16,61.8125,62.5,8.70501830842417,48,78,0.0,0.0,0.1875,0.0625,0.24228076057926964,-0.84848514819658,0,normal,-4.167574234990553,0,0.0
141,Обществознание,2026,30,70.7,70.5,11.048831009055512,47,91,0.2,0.0,0.13333333333333333,0.03333333333333333,-0.10795041409037004,-0.30283247114962686,0,normal,4.7199257650094495,0,0.0
142,Математика,2026,33,65.72727272727273,66.0,10.166113429376693,51,94,0.06060606060606061,0.0,0.09090909090909091,0.06060606060606061,0.5511109869808866,0.2844698534056018,0,normal,-0.2528015077178196,0,0.015
144,Обществознание,2026,24,55.958333333333336,56.5,8.748710222401675,40,75,0.0,0.0,0.25,0.0,0.2326313092541987,-0.23810002378040185,0,normal,-10.021740901657218,0,0.0
145,Математика,2026,30,48.6,47.0,10.521723559696229,30,74,0.0,0.16666666666666666,0.2,-0.03333333333333333,0.4576756389513182,-0.409625503894274,0,normal,-17.380074234990552,0,0.0
146,Математика,2026,24,59.125,58.5,9.386659416427124,40,77,0.0,0.0,0.20833333333333334,0.0,-0.03133774779013972,-0.7911574324946278,0,normal,-6.855074234990553,0,0.0
150,Обществознание,2026,34,54.029411764705884,53.0,7.61764705882353,39,69,0.0,0.029411764705882353,0.23529411764705882,0.058823529411764705,0.09307850550527245,-0.6850957677930594,0,normal,-11.95066247028467,0,0.0
151,Обществознание,2026,28,63.964285714285715,65.5,9.868717324589507,37,77,0.0,0.03571428571428571,0.17857142857142858,0.07142857142857142,-0.749892024866723,0.07335196224655949,0,normal,-2.015788520704838,0,0.0
152,Русский язык,2026,17,65.11764705882354,69.0,11.012732486381797,44,80,0.058823529411764705,0.0,0.17647058823529413,-0.11764705882352941,-0.5414380217936728,-0.9803029932784009,0,normal,-0.8624271761670173,0,0.0
153,Обществознание,2026,29,61.44827586206897,61.0,10.92162109634719,39,83,0.06896551724137931,0.034482758620689655,0.2413793103448276,0.034482758620689655,-0.03535232848790504,-0.39443193314302416,0,normal,-4.531798372921585,0,0.0
154,Математика,2026,16,46.1875,46.5,8.032891369239348,28,57,0.0,0.125,0.0,-0.0625,-0.9740027967620882,0.3792865542993873,0,normal,-19.792574234990553,0,0.0
155,Обществознание,2026,28,64.07142857142857,63.0,7.530550024630963,48,84,0.03571428571428571,0.0,0.2857142857142857,0.17857142857142858,0.4559283397631417,0.5506458974176844,0,normal,-1.908645663561984,0,0.015
156,Русский язык,2026,23,59.608695652173914,61.0,10.881732320668283,38,80,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.08695652173913043,-0.18553331509202645,-0.8064066085837456,0,normal,-6.371378582816639,0,0.0
158,Математика,2026,24,54.666666666666664,56.0,15.399314559060377,18,88,0.08333333333333333,0.16666666666666666,0.375,-0.041666666666666664,0.08046565969474444,0.2718665845393837,0,normal,-11.313407568323889,0,0.0
160,Математика,2026,28,53.75,55.0,12.938384200288912,28,93,0.03571428571428571,0.10714285714285714,0.14285714285714285,0.10714285714285714,0.49436320910800563,1.3297452888706482,0,normal,-12.230074234990553,0,0.0
161,Математика,2026,20,67.1,67.0,6.685057965343308,54,81,0.05,0.0,0.15,-0.1,-0.12186564474175288,-0.36130983832784436,0,normal,1.119925765009441,0,0.0
162,Математика,2026,29,48.241379310344826,49.0,12.056348084390468,28,81,0.034482758620689655,0.27586206896551724,0.3103448275862069,-0.06896551724137931,0.5424133938223907,-0.024422741576535678,0,normal,-17.738694924645728,0,0.0
163,Обществознание,2026,31,67.80645161290323,66.0,10.952741164742836,47,94,0.16129032258064516,0.0,0.2903225806451613,0.12903225806451613,0.5540076539253939,0.18032356781644765,0,normal,1.826377377912678,0,0.0
164,Математика,2026,24,58.208333333333336,58.0,6.818963549461816,47,71,0.0,0.0,0.20833333333333334,-0.20833333333333334,0.2898031533890488,-0.95181485941385,0,normal,-7.771740901657218,0,0.0
165,Обществознание,2026,34,67.5,67.5,7.697402159170326,52,86,0.058823529411764705,0.0,0.20588235294117646,-0.058823529411764705,0.2188126423184228,-0.14594820463035374,0,normal,1.5199257650094466,0,0.0
166,Обществознание,2026,31,58.96774193548387,58.0,9.838974084231388,24,77,0.0,0.03225806451612903,0.2903225806451613,-0.03225806451612903,-1.1594549926580862,3.15149019382325,0,normal,-7.0123322995066815,0,0.0
168,Русский язык,2026,29,68.62068965517241,69.0,12.299183581268924,44,89,0.2413793103448276,0.0,0.1724137931034483,-0.06896551724137931,-0.15786498322332032,-0.8452757746246866,0,normal,2.6406154201818595,0,0.0
169,Русский язык,2026,34,59.205882352941174,57.5,16.65352711583717,26,100,0.14705882352941177,0.11764705882352941,0.17647058823529413,-0.058823529411764705,0.22005586657732687,0.20364606287990972,0,normal,-6.774191882049379,0,0.0
170,Математика,2026,27,54.111111111111114,56.0,13.73649729824497,28,79,0.0,0.18518518518518517,0.3333333333333333,0.037037037037037035,-0.026281561908275616,-0.8652186832899993,0,normal,-11.868963123879439,0,0.0
173,Математика,2026,31,61.58064516129032,61.0,6.714328412833246,45,82,0.03225806451612903,0.0,0.3548387096774194,0.0967741935483871,0.3288175727663898,1.509436486285324,0,normal,-4.399429073700233,0,0.0
174,Математика,2026,19,60.78947368421053,61.0,8.781433448315953,45,87,0.05263157894736842,0.0,0.3157894736842105,0.05263157894736842,1.051402458688268,2.0415825505176537,0,normal,-5.190600550780026,0,0.0
175,Математика,2026,34,59.44117647058823,58.5,10.02112819899151,38,86,0.029411764705882353,0.058823529411764705,0.3235294117647059,0.08823529411764706,0.2961496334332215,0.42836480977483093,0,normal,-6.538897764402321,0,0.0
176,Обществознание,2026,26,54.42307692307692,54.5,13.153452535721087,33,78,0.0,0.11538461538461539,0.2692307692307692,0.038461538461538464,0.2190275199400607,-0.965420987574956,0,normal,-11.556997311913634,0,0.0
177,Обществознание,2026,20,63.55,61.0,10.744649831427733,44,88,0.05,0.0,0.35,0.05,0.2448280650114491,-0.3264062989999257,0,normal,-2.430074234990556,0,0.0
178,Русский язык,2026,15,68.73333333333333,71.0,14.703589886675823,32,94,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.06666666666666667,-0.7163882213567133,0.5324834577469297,0,normal,2.753259098342781,0,0.0
179,Русский язык,2026,24,58.416666666666664,56.0,15.132516497779065,24,94,0.08333333333333333,0.041666666666666664,0.2916666666666667,0.041666666666666664,0.22497799323984302,0.07074674923739499,0,normal,-7.563407568323889,0,0.0
180,Русский язык,2026,16,52.125,53.0,6.193494570918747,41,63,0.0,0.0,0.3125,0.0,-0.2226072677532784,-0.748825498483912,0,normal,-13.855074234990553,0,0.0
184,Русский язык,2026,16,70.25,68.0,8.656644846590392,56,84,0.25,0.0,0.25,0.0625,0.25825398297620045,-1.0942716372623558,0,normal,4.269925765009447,0,0.025
185,Обществознание,2026,16,62.8125,65.5,13.454640231161887,35,84,0.0625,0.125,0.3125,0.0,-0.5051419934097173,-0.3960552453563211,0,normal,-3.1675742349905534,0,0.0
187,Обществознание,2026,28,65.07142857142857,65.5,16.09109907333104,30,98,0.14285714285714285,0.10714285714285714,0.32142857142857145,0.07142857142857142,-0.383098339289672,-0.07151949958802817,0,normal,-0.908645663561984,0,0.0
189,Математика,2026,23,71.78260869565217,73.0,12.475912519519646,40,91,0.2608695652173913,0.0,0.2608695652173913,-0.043478260869565216,-0.7879965166521022,0.24752564811917077,0,normal,5.802534460661619,0,0.0
190,Обществознание,2026,29,57.48275862068966,56.0,14.298832095194475,22,92,0.06896551724137931,0.06896551724137931,0.20689655172413793,0.0,0.17335866180485257,0.5698060950064812,0,normal,-8.497315614300895,0,0.0
